TAXID	NAME	SOURCE	LOCATION	HOST	DISEASE
38033	Chaetomium globosum			carnivores; human; Canis dog	infections
5149	Chaetomium perpulchrum			human	infections
1170767	Chaetomium strumarium			human	infections
565397	Chaetophoma dermo-unguis			human	infections
652027	Chalastospora gossypii			human	infections
378100	Cheilospirura sp.			human	infections
472572	Chilomastix mesnili			human	
90267	Chlamydoabsidia padenii			human	infections
40126	Chrysonilia sitophila			human	infections
82108	Cladophialophora arxii			human	infections
89940	Cladophialophora bantiana			cats; human	infections
82106	Cladophialophora boppii			human	infections
86049	Cladophialophora carrionii			lagenorhynchus obliquidens; human	chromoblastomycosis
82107	Cladophialophora devriesii			human	haeohyphomycosis
585595	Cladorrhinum bulbillosum			human	keratitis
450181	Cladosporium bruhnei			human	infections
29917	Cladosporium cladosporioides			gorgonia ventalina; shoulder tick; human; membranipora membranacea; Asian citrus psyllid; carnivores; oribatula tibialis; Canis dog	infections
166633	Cladosporium cucumerinum			cucumber	infections
652621	Cladosporium elatum			human	infections
29919	Cladosporium oxysporum			human	infections
92950	Cladosporium sphaerospermum			human; membranipora membranacea	infections
891392	Cladosporium velox			plants; human	infections
36911	Clavispora lusitaniae			human	infections
235145	Clinostomum complanatum			human; chub; pumpkinseed; barbel; Mediterranean barbel	infections
79923	Clonorchis sinensis			human; cats; pig; leopard cat; carnivores; Canis dog	infections
5501	Coccidioides immitis			whales; human; ungulates; cats; pig; Canis dog	Valley fever
199306	Coccidioides posadasii			human; llama	Valley fever
1325487	Cochliobolus australiensis			human; jatropha curcas; chloris gayana; rice; triguillo	infections
74411	Cochliobolus cynodontis			human; C. dactylon	infections
418126	Cochliobolus geniculata			zoysia; zoysia tenuifolia; human; Japanese carpet grass; rice; maize	infections
1230527	Cochliobolus hawaiiensis			human	infections
5503	Cochliobolus lunatus			plants; human	infections
145392	Cochliobolus spicifera			human	infections
95740	Cochliobolus verruculosus			chamaedorea elegans; guarana; human; wheat	infections
90255	Cokeromyces recurvatus			human	infections
27358	Colletotrichum coccodes			human	infections
34405	Colletotrichum dematium			polygonatum falcatum; cocklebur; eudicots; lucerne; peucedanum praeruptorum; potatoes; human; hydrangea macrophylla; persicaria pensylvanica; shang lu; green trillium; wine grape; reineckea carnea; lima bean; eryngium campestre; sphagneticola trilobata; dyer's greenweed; passion fruit; statice; showy rattlebox; hosta sieboldiana; monocots; common self-heal; satyrium nepalense; amorphophallus muelleri; aeschynomene americana	infections
474922	Colletotrichum gloeosporioides			yuca; mamon; tree-tomato; averrhoa carambola; calathea plurispicata; potatoes; dracaena cambodiana; forsythia suspensa; parrot pitcherplant; eclipta prostrata; hylocereus undatus; copernicia prunifera; pholidota pallida; European mistletoe; common fig; European ash; vitis heyneana; tomato; quercus wutaishanica; malus x domestica; chrysanthemum indicum; sphagneticola trilobata; schefflera actinophylla; Indian baelfruit; African oil palm; citrus aurantium; cymbidium ensifolium; calophyllum inophyllum; solanum cernuum; toothed club-moss; chirimoya; sweet banana; calamagrostis x acutiflora; masaki; jatropha curcas; mugwort; white mulberry; Russian tumbleweed; blueberry lily; poplars; coconut palm; fragrant rosewood; purging cassia; sugar-apple; hybrid yew; five-leaved chaste tree; wax jambu; ci tong; wine grape; aquilaria sinensis; shan yao; tinospora cordifolia; phlogacanthus thyrsiflorus; cucumbers; mango; tectaria incisa; neem tree; hooded pitcherplant; Valencia orange; grevillea robusta; shaddock; smallanthus sonchifolius; Mongolian snake-gourd; hemerocallis fulva; rheum x hybridum; bai li; tripterygium wilfordii; citrus limon; uraria picta; hai qi; Arabian jasmine; loquat; human; phedimus kamtschaticus; sweet osmanthus; shang lu; prickly custard apple; litchi; pecan; avocado; common olive; rosy periwinkle; giant thorny bamboo; highbush blueberry; robusta coffee; hypericum japonicum; calabash; great pumpkin; lantana camara; onion; citrus aurantiifolia; cardamon; arabica coffee; golden-apple; holcoglossum lingulatum; vernonia cinerea; Hindu datura; eudicots; English walnut; cymbidium sinense; guava; cocoa; truffle oak; winged yam; tea-oil plant; strawberry; wild mandarin; black tea; diospyros ferrea; pinang; saraca asoca; achyranthes aspera; peppers; soybeans; green pitcherplant; huperzia crispata; artemisia argyi; barringtonia acutangula; pachira macrocarpa; piper nigrum; waxplant; citrus latifolia; kaki; zaruma; pourouma tomentosa; monocots; guarana; dendrobium thyrsiflorum	infections
5467	Colletotrichum truncatum			human	infections
34488	Conidiobolus coronatus			human; ungulates	infections
90249	Conidiobolus incongruus			human	infections
90250	Conidiobolus lamprauges			whales; human	infections
91930	Coniochaeta hoffmannii			human	infections
177205	Coniochaeta lignicola			human	infections
177207	Coniochaeta mutabilis			human	infections
135648	Coniothyrium fuckelii			human	infections
106324	Contracaecum osculatum			human	infections
71704	Coprinellus domesticus			human	infections
5346	Coprinopsis cinerea			eclipta prostrata; grevillea robusta; human; jambolan; plants	infections
5346	Coprinus cinerea			eclipta prostrata; grevillea robusta; human; jambolan; plants	infections
176275	Cordyceps bassiana			rice hispa; eastern subterranean termite; sitona weevil; sugarcane pink borer; fall webworm moth; dryocoetes autographus; monochamus saltuarius; human; Colorado potato beetle; codling moth; greater wax moth; ips sexdentatus; small white; hylurgus ligniperda; butterflies; banana aphid; African sugarcane borer; brown planthopper; castor bean tick; coffee berry borer; hylurgops palliatus; sisal weevil; Japanese pine sawyer beetle; euproctis chrysorhoea; polistes jokahamae; diabrotica undecimpunctata; spodoptera litura; emerald ash borer; spruce budworm; ips typographus; neotropical brown stinkbug; sugarcane borer; rice leaffolder	infections
279776	Corynascus kuwaitiensis			plants; human	infections
141827	Corynosoma strumosum			human	infections
5656	Crithidia fasciculata			human	infections
57679	Cryptococcus curvatus			human	infections
552467	Cryptococcus gattii			human; whales; cheetah	infections
5418	Cryptococcus laurentii			human	infections
5207	Cryptococcus neoformans			whales; ungulates; southern right whale; human; cats; pig; cattle; rock dove; mouse; Canis dog	infections
66766	Cryptocotyle lingua			fish; human	infections
117008	Cryptosporidium andersoni			rodents; whales; cattle; human	infections
27987	Cryptosporidium baileyi			human	infections
310047	Cryptosporidium bovis			whales; cattle; human	infections
195482	Cryptosporidium canis			carnivores; human; Canis dog	infections
564424	Cryptosporidium cuniculus			rabbits; human	infections
582425	Cryptosporidium fayeri			yellow-footed rock wallaby; human; eastern gray kangaroo; western barred bandicoot; koala	infections
83540	Cryptosporidium felis			cats; human	infections
237895	Cryptosporidium hominis			primates; whales; cattle; human	infections
93969	Cryptosporidium meleagridis			Ring-necked Parakeet; chicken; human; cockatiel; wild turkey; carnivores; Canis dog; Chilean flamingo	infections
5808	Cryptosporidium muris			whales; Rocky Mountain goat; ostrich; cats; royal python; mouse; Canis dog; giraffe; tawny frogmouth; human; roof rat; East African mole rat; pig; Siberian chipmunk; rodents; rats; cattle; carnivores; pantherophis guttatus; ringed seal; rock hyrax	infections
5807	Cryptosporidium parvum			whales; coypu; cats; ferret; ducks; primates; chamelea gallina; kelp gull; Canis dog; mouse; purple-faced langur; human; Patagonian mara; bank vole; Japanese quail; Leopard gecko; pig; rodents; European hedgehog; koala; Lesser grison; cheilodactylus variegatus; macropus rufus; cebus apella; European polecat; chicken; lama pacos; California sealion; cockatiel; cattle; Hanuman langur; dugong; carnivores; rabbits; Humboldt's woolly monkey; llama; western baboon; ungulates; pantherophis guttatus; birds; sable antelope; pterocnemia pennata; pig; common iguana; wild turkey; european rodent; edible mussel; tiger; northern raccoon; common pheasant	infections
857276	Cryptosporidium ubiquitum			whales; human; coendou prehensilis; cattle; mouse	infections
90251	Cunninghamella bertholletiae			human	infections
91365	Curvularia australiensis			human	infections
39400	Curvularia brachyspira			human	infections
95742	Curvularia clavata			human	infections
418126	Curvularia geniculata			human	infections
1230527	Curvularia hawaiiensis			human	infections
5503	Curvularia lunata			malanga; wheat; common barnyard grass; rice; gou qi; cocoa; luehea divaricata; potatoes; human; jambolan; sunn hemp; strawberry; halodule pinifolia; foxtail millet; pterocarpus santalinus; echinodorus scaber; maize; cucumbers; milo	infections
318706	Curvularia pallescens			human	infections
215132	Curvularia senegalensis			human	infections
145392	Curvularia spicifera			human	infections
1325487	Curvularia tsudae			human	infections
95740	Curvularia verucculosa			chamaedorea elegans; guarana; human; wheat	infections
4903	Cyberlindnera jadinii			human	infections
321341	Cyclodontostomum purvisi			human	infections
88456	Cyclospora cayetanensis			human	infections
13474	Cylindrocarpon cyanescens			human	infections
42744	Cylindrocarpon lichenicola			human	infections
13474	Cylindrocarpon vaginae			human	infections
241713	Cyphellophora laciniata			human	infections
29899	Cystobasidium minutum			human	infections
482538	Cystoisospora belli			human	cystoisosporiasis
27996	Cytauxzoon felis			cats; human	infections
58627	Debaryomyces fabryi			human	infections
4959	Debaryomyces hansenii			human; rainbow trout	infections
522693	Debaryomyces subglobosus			human	infections
1508212	Dichotomophthora portulacae			purslane; human	infections
467309	Dichotomophthoropsis nymphaerum			human	infections
483157	Dicrocoelium chinensis			human	infections
57078	Dicrocoelium dendriticum			whales; pig; cattle; human	infections
227982	Dicrocoelium hospes			human	infections
44689	Dictyostelium discoideum			human	infections
142831	Dictyostelium polycephalum			human	infections
749621	Didymella glomerata			human	infections
43352	Dientamoeba fragilis			human	infections
513045	Dioctophyme renale			rats; neovison vison; human; Canis dog	infections
114233	Dipetalonema arbuta			porcupine; human	infections
114233	Dipetalonema reconditum			human	infections
28844	Diphyllobothrium cameroni			human; Hawaiian monk seal	infections
372083	Diphyllobothrium cordatum			Arctic seals; walruses; dogs; human	infections
28844	Diphyllobothrium dalliae			dog; arctic fox; human	infections
28845	Diphyllobothrium dendriticum			human; amemasu char; common whitefish; Arctic cisco; Arctic char; larus ridibundus	infections
28844	Diphyllobothrium elegans			marine mammals; human	infections
28844	Diphyllobothrium erinaceieuropaei			domestic animals; human	infections
28844	Diphyllobothrium hians			arctic seals; human	infections
28844	Diphyllobothrium houghtoni			cats; dogs; human	infections
492325	Diphyllobothrium klebanovskii			human	infections
372084	Diphyllobothrium lanceolatum			seals; dogs; human	infections
60516	Diphyllobothrium latum			human; redfin; gymnocephalus cernuus; Canis dog	infections
28844	Diphyllobothrium mansonoides			human	infections
64604	Diphyllobothrium nihonkaiense			bears; carnivores; human	infections
28844	Diphyllobothrium orcini			killer whale; human	infections
372152	Diphyllobothrium pacificum			human	infections
28844	Diphyllobothrium scoticum			seals; human	infections
108521	Diphyllobothrium stemmacephalum			dolphins; porpoises; human	infections
28844	Diphyllobothrium theileri			human	infections
463145	Diplogonoporus balaenopterae			whales; human	infections
433351	Diplogonoporus brauni			human	infections
433351	Diplogonoporus fukuokaensis			human	infections
433352	Diplogonoporus grandis			human	infections
183647	Diplostomum spathaceum			reptiles; fish; human; birds; amphibians	infections
1095183	Dipodascus capitatus			human	infections
66787	Dipylidium caninum			cat flea; human; cats; carnivores; Canis dog; silver fox	infections
6287	Dirofilaria immitis			European polecat; mosquito; mosquitos; red panda; human; cats; ferret; Humboldt's penguin; carnivores; gray fox; Canis dog; raccoon dog; silver fox	heartworm disease
31241	Dirofilaria repens			cats; carnivores; human; Canis dog	infections
6286	Dirofilaria striata			large cats; human	infections
6286	Dirofilaria subdermata			porcupine; human	infections
6286	Dirofilaria tenuis			racoons; human	infections
658420	Dirofilaria ursi			bears; human	infections
4890	Dissitimurus exedrus			human	infections
186354	Doratomyces stemonitis			human	infections
331418	Dracunculus insignis			human	infections
318479	Dracunculus medinensis			cattle; human; Canis dog	infections
56819	Drechslera biseptata			plants; human	infections
1732538	Drepanidotaenia lanceolata			human	infections
1197313	Echinochasmus japonicus			human	infections
6209	Echinochasmus jiufoensis			human	infections
6209	Echinochasmus perfoliatus			human	infections
519352	Echinococcus canadensis			whales; human; caribou; cattle; moose; pig; rodents; carnivores; Canis dog	infections
6210	Echinococcus granulosus			whales; ungulates; human; cats; lama pacos; pig; cattle; moose; Mongolian jird; carnivores; Canis dog	infections
6211	Echinococcus multilocularis			Gray red-backed vole; human; water vole; vulpes; plateau pika; Mongolian jird; european rodent; carnivores; Canis dog; raccoon dog; Eurasian beaver; alopex lagopus	infections
6212	Echinococcus oligarthrus			human	infections
6213	Echinococcus vogeli			human; ungulates; Canis dog	infections
220794	Echinoparyphium recurvatum			gastropods; human	infections
27847	Echinostoma cinetorchis			human	infections
27847	Echinostoma echinatum			human	infections
48216	Echinostoma hortense			human	infections
27847	Echinostoma ilocanum			human	infections
27847	Echinostoma jassyense			human	infections
27847	Echinostoma macrorchis			human	infections
711011	Echinostoma malayanum			human	infections
48217	Echinostoma revolutum			stagnicola palustris; gastropods; human; muskrat; planorbella trivolvis; rodents; stagnicola elodes; great pond snail	infections
1003232	Edhazardia aedis			human	infections
5801	Eimeria acervulina			chicken	infections
51314	Eimeria brunetti			chicken	infections
84963	Eimeria falciformis			mouse	infections
5804	Eimeria maxima			chicken	infections
44415	Eimeria mitis			chicken	infections
51315	Eimeria necatrix			chicken	infections
51316	Eimeria praecox			chicken	infections
413949	Eimeria tenella			chicken	infections
162425	Emericella nidulans			electra pilosa; human	infections
41735	Emericella quadrilineata			human	infections
41736	Emericella rugulosa			human	infections
73230	Emmonsia crescens			human	infections
73231	Emmonsia parva			human	infections
6035	Encephalitozoon cuniculi			human; cats; pig; cattle; carnivores; mouse; Canis dog; rabbits; alopex lagopus	infections
27973	Encephalitozoon hellem			rosy-cheeked lovebird; ostrich; human; White cockatoo; Eclectus parrot; erythrura gouldiae	infections
58839	Encephalitozoon intestinalis			human	infections
5705	Endotrypanum monterogeii			sanfly; human	infections
37998	Engyodontium album			human	infections
110765	Entamoeba chattoni			human	infections
110766	Entamoeba coli			human; chimpanzees; gorilla; primates; drill	infections
46681	Entamoeba dispar			human	infections
110767	Entamoeba hartmanni			primates; patas monkey; human; Humboldt's woolly monkey	infections
5759	Entamoeba histolytica			human; cats; Mongolian jird; primates; rodents; Canis dog	infections
370355	Entamoeba invadens			reptiles	infections
41668	Entamoeba moshkovskii			human	infections
1076696	Entamoeba nuttalli P19			Macaques; Baboon; Chimpanzees	infections
110769	Entamoeba polecki			birds; primates; pig; human	infections
51027	Enterobius gregorii			human	infections
51028	Enterobius vermicularis			chimpanzees; human	infections
31281	Enterocytozoon bieneusi			llama; ungulates; human; cats; muskrat; pig; cattle; primates; carnivores; Canis dog; northern raccoon	infections
105696	Epicoccum nigrum			broad-fingered crayfish; human	infections
34391	Epidermophyton floccosum			human; Canis dog	athlete's foot
1776184	Episthmium caninum			human; Canis dog	infections
1237089	Eucoleus aerophilus			cats; silver fox; human; Canis dog	infections
1431930	Eupenidiella venezuelensis			human	infections
5054	Eurotium amstelodami			koala; greater hornwrack; human	infections
374591	Eurytrema pancreaticum			cattle; human	infections
513041	Eustrongylides sp.			birds; fish; human	infections
5970	Exophiala dermatitidis			human	infections
5584	Exophiala jeanselmei			human	infections
91926	Exophiala moniliae			human	infections
406760	Exophiala phaeomuriformis			human	infections
86051	Exophiala pisciphila			human	infections
91927	Exophiala psychrophila			Atlantic salmon; human	infections
43214	Exophiala salmonis			Atlantic salmon; human	infections
91928	Exophiala spinifera			human	infections
132106	Exserohilum longirostratum			human	infections
91494	Exserohilum macginnisii			human	infections
1489897	Falciformispora senegalensis			human	infections
1489896	Falciformispora tompkinsii			human	infections
46835	Fasciola gigantica			whales; cattle; human	infections
6192	Fasciola hepatica			whales; ungulates; human; lymnaea columella; cattle; rodents; bison; rabbits	infections
6191	Fasciola indica			whales; cattle; human	infections
27845	Fasciolopsis buski			pig; human	infections
1028498	Fibricola seoulensis			human	infections
86057	Fonsecaea compacta			human	infections
254056	Fonsecaea monophora			human	infections
40355	Fonsecaea pedrosoi			human	infections
1053102	Fusarium aquaeductuum			plants	infections
86545	Fusarium chlamydosporum			human	infections
57145	Fusarium dimerum			human	infections
195108	Fusarium falciforme			leatherback sea turtle; human; natator depressa; hawksbill turtle; olive ridley sea turtle; red sea turtle; potatoes; green seaturtle	infections
229533	Fusarium graminearum			plants	infections
298378	Fusarium incarnatum			eclipta prostrata; human; atractylodes macrocephala; tomato; wheat; English walnut; rice; tiger prawn; maize; Oriental melon; sansam; wine grape; Canary date palm	infections
42744	Fusarium lichenicola			plants; human	infections
117187	Fusarium moniliforme			jatropha curcas; wheat; eudicots; rice; gadawon; cocoa; huperzia selago; agave tequilana; apodytes dimidiata; fragaria virginiana; aquilaria crassna; human; mile-a-minute; jambolan; ragi; Scotch pine; common fig; hylurgus ligniperda; saraca asoca; phyllanthus amarus; koba; hylurgops palliatus; carnation; soybeans; huperzia crispata; maize; African oil palm; maxillaria brasiliensis; Mediterranean pine engraver; dan shen; brinjal; batate; monocots; erythrina velutina	infections
42672	Fusarium napiforme			rice; maize; human	infections
1325723	Fusarium neocosmosporiellum			plants	infections
5520	Fusarium nivale			plants	infections
5507	Fusarium oxysporum			human; citrus nematode; pea aphid; koala; European beewolf	infections
298378	Fusarium pallidoroseum			plants	infections
44410	Fusarium polyphialidicum			human	infections
948311	Fusarium proliferatum			khaya anthotheca; Indian elephant; cats; jatropha curcas; garlic; eudicots; common barnyard grass; abelmoschus esculentus(okra); dendrobium moschatum; rice; guava; cocoa; sansam; garbanzo; syagrus romanzoffiana; Chinese gooseberry; hybrid yew; hylocereus undatus; human; pancratium maritimum; cycas revoluta; wax jambu; Japanese bunching onion; black locust; crown of thorns starfish; common fig; wine grape; vitis heyneana; tomato; pecan; date palm; hylurgops palliatus; soybeans; cabbage palm; maize; calabash; Easter lily; sour dock; paspalum wrightii; mango; cyperus esculentus; onion; bruguiera sexangula; garden asparagus; noni; allium tuberosum; brinjal; pourouma tomentosa; monocots; milo; ipomoea carnea	infections
42676	Fusarium sacchari			noble cane; human; wheat; eudicots; maize	infections
169388	Fusarium solani			leatherback sea turtle; human; cats; marsupenaeus japonicus; unidentified nematode; red sea turtle; atta texana	infections
42677	Fusarium subglutinans			Mediterranean pine engraver; human; velvet grass; noni; ducks; eudicots; maize; monocots; mango	infections
42327	Fusarium ventricosum			plants	infections
117187	Fusarium verticillioides			jatropha curcas; wheat; eudicots; rice; gadawon; cocoa; huperzia selago; agave tequilana; apodytes dimidiata; fragaria virginiana; aquilaria crassna; human; mile-a-minute; jambolan; ragi; Scotch pine; common fig; hylurgus ligniperda; saraca asoca; phyllanthus amarus; koba; hylurgops palliatus; carnation; soybeans; huperzia crispata; maize; African oil palm; maxillaria brasiliensis; Mediterranean pine engraver; dan shen; brinjal; batate; monocots; erythrina velutina	infections
1053102	Fusicolla aquaeductuum			plants; human	infections
408852	Gastrodiscoides hominis			pigs; human	infections
69808	Geosmithia argillacea			human	infections
184922	Giardia Assemblage A, B, E			human	infections
5741	Giardia intestinalis			whales; ostrich; brown lemur; cats; ferret; caribou; ducks; Ring-tailed lemur; primates; Bison; callithrix pygmaea; gorilla; mandrill; mouse; Canis dog; American beaver; Red ruffed lemur; human; long-tailed chinchilla; guinea pig; geese; De Brazza's monkey; Patagonian mara; chimpanzees; pig; rodents; rats; Thomson's gazelle; European polecat; southern tamandua; grey seal; red-bellied lemur; bobcat; cotton-top tamarin; Bolivian squirrel monkey; lama pacos; muskrat; harbor seal; moose; cattle; white-tailed deer; Silbermoewe; carnivores; rabbits; Western roe deer; raccoon dog; short-beaked saddleback dolphin; Javan langur; degu; ungulates; Arabian oryx; western baboon; ringed seal; golden bamboo lemur; pig; Guianan saki; brown howler monkey; black howler monkey; variegated lemur; silver fox	infections
184922	Giardia lamblia			human	infections
948311	Gibberella intermedia			cats; hylurgops palliatus; human	infections
117187	Gibberella moniliformis			hylurgus ligniperda; hylurgops palliatus; Mediterranean pine engraver; human	infections
796325	Gibellulopsis nigrescens			plants	infections
100593	Gigantobilharzia huttoni			snails; human	infections
100593	Gigantobilharzia sturniae			snails; human	infections
1036752	Gliomastix roseogrisea			human	infections
61466	Gnathostoma binucleatum			dormitator latifrons; guapote tigre; bay snook; human; blue sea catfish; bigmouth sleeper; water cow; rhamdia cinerascens; Congo sea catfish	infections
279402	Gnathostoma doloresi			pig; human	infections
279404	Gnathostoma hispidum			human	infections
279403	Gnathostoma nipponicum			Siberian weasel; human	infections
75299	Gnathostoma spinigerum			cats; carnivores; human; Canis dog	infections
637853	Gongylonema pulchrum			pig leucomystax; human; pig; cattle; rodents; primates; Reeves's muntjac	infections
118975	Graphium basitruncatum			human	infections
110365	Gregarina niphandrodes			human; yellow mealworm	infections
87179	Gymnophalloides sp.			human	infections
6289	Haemonchus contortus			whales; human; cattle; white-tailed deer; Mongolian jird; Western roe deer; giraffe	infections
114867	Halicephalobus			human	infections
657448	Hamiltosporidium tvaerminnensis			human	infections
99158	Hammondia hammondi			human	infections
4927	Hansenula anomala			human	infections
235154	Haplorchis pumilio			Trichogaster Trichopterus; human; melanoides tuberculata; cats; Thailand catfish; silver carp; carnivores; mouse; Canis dog; climbing perch	infections
235153	Haplorchis taichui			cats; Jayanti rohu; Thailand catfish; human	infections
235152	Haplorchis vanissimus			mammals; pelicans; fish; human	infections
667377	Haplorchis yokogawai			human; cats; mammals; dogs; mystus singaringan	infections
39320	Heterobilharzia americana			human; ungulates; carnivores; Canis dog; northern raccoon	infections
104454	Heterophyes dispar			human	infections
104454	Heterophyes heterophyes			cats; human; Canis dog	infections
104455	Heterophyes nocens			human	infections
1193295	Heterophyopsis continua			cats; human	infections
220387	Himasthala muehlensi			rats; dogs; human	infections
5037	Histoplasma capsulatum			human; membranipora membranacea	infections
91943	Hortaea werneckii			human	tinea nigra
559515	Hyaloperonospora arabidopsidis			human; mouse	infections
6205	Hydatigera taeniaeformis			human	infections
6216	Hymenolepis diminuta			rats; roof rat; human; Canis dog	infections
102285	Hymenolepis nana			rodents; rats; human; mouse	infections
717740	Hyphopichia burtonii			human	infections
220810	Hypoderaeum conoideum			snails; fish; human	infections
6201	Inermicapsifer madagascariensis			rodents; human	infections
1660027	Inonotus tropicalis			human	infections
89141	Isaria farinosa			human	infections
114497	Isaria fumosorosea			white fly	infections
43265	Isaria javanica			human	infections
36663	Isoparorchis hypselobagri			human	infections
482538	Isospora belli			human	infections
4911	Kluyveromyces marxianus			human	infections
121752	Lacazia loboi			yuca; mamon; jelecote pine; rose gum; tropical almond; Chinese gooseberry; terminalia mantaly; eclipta prostrata; schizolobium amazonicum; acacia karroo; hirtella americana; pholidota pallida; malus x domestica; senna siamea; cephalotaxus hainanensis; white sandalwood; pear; Persian lilac; jackfruit; pistachio; sweet banana; jatropha curcas; breadfruit; gadawon; coconut palm; eucalyptus urophylla; five-leaved chaste tree; aquilaria crassna; corymbia flavescens; wax jambu; wine grape; aquilaria sinensis; maize; acacia mangium; mango; piper hispidum; neem tree; swamp pine; longan; rambutan; khaya anthotheca; grevillea robusta; apricot; Sargent's cherry palm; eucalyptus pellita; baobab; araucaria heterophylla; human; pterocarpus angolensis; African mahogany; prickly custard apple; avocado; Moreton Bay pine; ficus trigona; vitis quinquangularis; calabash; caracoli; sophora japonica; adansonia za; eudicots; cocoa; ficus opposita; tea-oil plant; acacia synchronicia; saraca asoca; lysiphyllum cunninghamii; casuarina cunninghamiana; crotalaria medicaginea; pachira macrocarpa; Caribbean pine; piper nigrum; banana; kaki; brinjal; syzygium cordatum; guarana; terminalia ivorensis	infections
1783269	Lagochilascaris minor			cats; human	infections
45133	Lasiodiplodia theobromae			carnivores; human; Canis dog	infections
91930	Lecythophora hoffmannii			human	infections
177205	Lecythophora lignicola			human	infections
177207	Lecythophora mutabilis			human	infections
5667	Leishmania aethiopica			hyraxes; human	infections
5659	Leishmania amazonensis			rodents; human	infections
40284	Leishmania arabica			wild animals; human	infections
5660	Leishmania braziliensis			human; ungulates; roof rat; cats; Azara's owl monkey; Canis dog	infections
44271	Leishmania chagasi			human; dusicyon thous; carnivores; lutzomyia longipalpis; Canis dog	infections
5661	Leishmania donovani			phlebotomus chinensis; sergentomyia minuta; human; roof rat; rodents; carnivores; phlebotomus argentipes; Canis dog	infections
5663	Leishmania enriettii			guinea pig	infections
40285	Leishmania gerbilli			gerbil; Phlebotomus papatasi; human	infections
5670	Leishmania guyanensis			sand fly; human	infections
5671	Leishmania infantum			human; phlebotomus papatasi; roof rat; phlebotomus tobbi; rodents; phlebotomus perfiliewi; common zorro; carnivores; lutzomyia longipalpis; Canis dog; phlebotomus ariasi; silver fox	infections
5677	Leishmania lainsoni			sand fly; human	infections
5664	Leishmania major			human; roof rat; phlebotomus papatasi; rodents; great gerbil	infections
5665	Leishmania mexicana			cats; lutzomyia ayacuchensis; human; Canis dog	infections
155283	Leishmania venezuelensis			hamster; sand fly; human	infections
5678	Leishmania naiffi			sand fly; human	infections
5679	Leishmania panamensis			sand fly; human	infections
5681	Leishmania peruviana			lutzomyia verrucarum; lutzomyia peruensis; human	infections
5682	Leishmania pifanoi			sand fly; human	infections
5680	Leishmania shawi			sand fly; human	infections
5689	Leishmania tarentolae			sand fly; lizards; human	infections
5666	Leishmania tropica			phlebotomus duboscqi; human; phlebotomus papatasi; phlebotomus sergenti; carnivores; rock hyrax; Canis dog; great gerbil	infections
62297	Leishmania turanica			sand fly; human	infections
5684	Leptomonas seymouri			human	infections
1489897	Leptosphaeria senegalensis			human	infections
1489896	Leptosphaeria tompkinsii			diabrotica virgifera; human	infections
45303	Lewia infectoria			cattle; human	infections
42458	Lichtheimia corymbifera			guinea pig; cattle; human	infections
688394	Lichtheimia ramosa			human	infections
94845	Ligula intestinalis			fish; human	infections
7209	Loa loa			mandrill; human	infections
121759	Loboa loboi			xylosandrus mutilatus; human	infections
36914	Lodderomyces elongisporus			human	infections
41688	Lomentospora prolificans			human	infections
1032456	Macracanthorhynchus hirudinaceus			pig; human	infections
60534	Macracanthorhynchus ingens			human	infections
1489895	Madurella grisea			human	infections
100816	Madurella mycetomatis			human	infections
242507	Magnaporthe oryzae			rice	rice blast
1095183	Magnusiomyces capitatus			carnivores; human; Canis dog	infections
55194	Malassezia furfur			human	infections
76773	Malassezia globosa			human	infections
223818	Malassezia japonica			human	infections
76774	Malassezia obtusa			human; cats; pig; cattle; Canis dog	infections
77020	Malassezia pachydermatis			human	infections
76775	Malassezia restricta			cats; whales; human	infections
76776	Malassezia slooffiae			whales; ungulates; human; cats; pig; cattle; carnivores; Canis dog	infections
76777	Malassezia sympodialis			human	infections
120855	Mammomonogamus laryngeus			whales; human; ungulates; cats; pig; cattle	mammomonogamiasis
120855	Mammomonogamus nasicola			whales; human; ungulates; cats; pig; cattle	mammomonogamiasis
122354	Mansonella ozzardi			human	infections
42231	Mansonella perstans			human	infections
42230	Mansonella rodhaini			human	infections
42230	Mansonella semiclarum			human	infections
42230	Mansonella streptocerca			human	infections
106947	Marshallagia marshalli			human	infections
1573891	Mathevotaenia symmetrica			human	infections
237660	Mecistocirrus digitatus			human; pig; cattle; sheep; buffalo	infections
1234271	Medicopsis romeroi			human	phaeohyphomycoses
747676	Melampsora iarici-populina			Poplar trees	leaf rust
0	Meningonema peruzzii			human; African monkey	infections
160008	Mesocestoides lineatus			human; cats; Corsac fox; carnivores; Canis dog; silver fox	infections
53467	Mesocestoides variabilis			birds; mammals; lizards; human	infections
84527	Metagonimus minutus			fish; human	infections
1041114	Metagonimus miyatai			fish; human	infections
84528	Metagonimus takashii			fish; human	infections
84529	Metagonimus yokogawai			cats; fishes; human; Canis dog	infections
858349	Metarhizium viride			human; European corn borer; North American pine engraver; beetles; carnivores; Canis dog; poekilocerus pictus; butterflies; eastern dobsonfly	infections
475398	Metorchis conjunctus			cats; human	metorchiasis
4929	Meyerozyma guilliermondii			human	infections
186339	Microascus cinereus			human	infections
5595	Microascus cirrosus			human	infections
0	Microfilaria bolivarensis			human	infections
114867	Micronema deletrix			human; ungulates	infections
34393	Microsporum audouinii			human	infections
63405	Microsporum canis			cats; human; Canis dog	infections
74041	Microsporum equinum			human; ungulates	infections
77205	Microsporum ferrugineum			human	infections
63401	Microsporum fulvum			chicken; human	infections
