superkingdom	phylum	class	order	family	year	status	reference	name	taxid
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	2015	established	"McGinnis, Jana M., et al. ""Paracoccus sanguinis sp. nov., isolated from clinical specimens of New York State patients."" International journal of systematic and evolutionary microbiology 65.Pt_6 (2015): 1877-1882."	Paracoccus sanguinis	1545044
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Bruguierivoracaceae	2015	putative	"Clayton, Adam L., et al. ""A novel human-infection-derived bacterium provides insights into the evolutionary origins of mutualistic insect–bacterial symbioses."" PLoS genetics 8.11 (2012): e1002990."	Sodalis praecaptivus	1239307
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	2015	putative	"Tracz, Dobryan M., et al. ""Tatumella saanichensis sp. nov., isolated from a cystic fibrosis patient."" International journal of systematic and evolutionary microbiology 65.Pt_6 (2015): 1959-1966."	Tatumella saanichensis	480813
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	2015	putative	"Sankar, S. A., et al. ""Noncontiguous finished genome sequence and description of Weeksella massiliensis sp. nov."" New microbes and new infections 8 (2015): 89-98."	Weeksella massiliensis	1461577
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	2016	putative	"Morand, A., et al. ""Actinomyces urinae sp. nov., isolated from 13-year-old girl affected by nephritic syndrome."" New microbes and new infections 13 (2016): 1-2."	Actinomyces urinae	1689268
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	2016	putative	"Woo, Patrick CY, et al. ""Alkanindiges hongkongensis sp. nov. A novel Alkanindiges species isolated from a patient with parotid abscess."" Systematic and applied microbiology 28.4 (2005): 316-322."	Alkanindiges hongkongensis	208968
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	2016	established	"Toprak, Nurver Ulger, et al. ""Sepsis caused by Anaerococcus nagyae after transarterial-chemoembolization for hepatocellular carcinoma: Case report and literature review."" Anaerobe (2021): 102464."	Anaerococcus nagyae	1755241
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	2016	established	"Pritt, Bobbi S., et al. ""Borrelia mayonii sp. nov., a member of the Borrelia burgdorferi sensu lato complex, detected in patients and ticks in the upper midwestern United States."" International journal of systematic and evolutionary microbiology 66.11 (2016): 4878."	Borrelia mayonii	1674146
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	2016	putative	"Bernard, Kathryn A., et al. ""Corynebacterium lowii sp. nov. and Corynebacterium oculi sp. nov., derived from human clinical disease and an emended description of Corynebacterium mastitidis."" International journal of systematic and evolutionary microbiology 66.8 (2016): 2803-2812."	Corynebacterium lowii	1544413
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	2016	putative	"Bernard, Kathryn A., et al. ""Corynebacterium lowii sp. nov. and Corynebacterium oculi sp. nov., derived from human clinical disease and an emended description of Corynebacterium mastitidis."" International journal of systematic and evolutionary microbiology 66.8 (2016): 2803-2812."	Corynebacterium oculi	1544416
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	2016	putative	"Park, Young Kyoung, et al. ""Dermabacter jinjuensis sp. nov., a novel species of the genus Dermabacter isolated from a clinical specimen."" International journal of systematic and evolutionary microbiology 66.7 (2016): 2573-2577."	Dermabacter jinjuensis	1667168
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	2016	established	"Doijad, Swapnil, et al. ""Enterobacter bugandensis sp. nov., isolated from neonatal blood."" International journal of systematic and evolutionary microbiology 66.2 (2016): 968-974."	Enterobacter bugandensis	881260
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	2016	putative	"Humrighouse, B. W., et al. ""Haematospirillum jordaniae gen. nov., sp. nov., isolated from human blood samples."" Antonie Van Leeuwenhoek 109.4 (2016): 493-500."	Haematospirillum jordaniae	1549855
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	2016	putative	"Lo, Cheikh Ibrahima, et al. ""High-quality draft genome sequence and description of Haemophilus massiliensis sp. nov."" Standards in genomic sciences 11.1 (2016): 1-9."	Haemophilus massiliensis	1461579
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Lawsonellaceae	2016	established	"Bell, Melissa E., et al. ""Lawsonella clevelandensis gen. nov., sp. nov., a new member of the suborder Corynebacterineae isolated from human abscesses."" International journal of systematic and evolutionary microbiology 66.8 (2016): 2929-2935."	Lawsonella clevelandensis 	
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	2016	established	"Tortoli, Enrico, et al. ""Mycobacterium alsense sp. nov., a scotochromogenic slow grower isolated from clinical respiratory specimens."" International journal of systematic and evolutionary microbiology 66.1 (2016): 450-456."	Mycobacterium alsense	324058
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	2016	putative	"Matsumoto, Takehisa, et al. ""Nocardia shinanonensis sp. nov., isolated from a patient with endophthalmitis."" International journal of systematic and evolutionary microbiology 66.9 (2016): 3324-3328."	Nocardia shinanonensis	1769161
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	2016	established	"Drobish, Adam M., et al. ""Oblitimonas alkaliphila gen. nov., sp. nov., in the family Pseudomonadaceae, recovered from a historical collection of previously unidentified clinical strains."" International journal of systematic and evolutionary microbiology 66.8 (2016): 3063."	Oblitimonas alkaliphila	1697053
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	2016	putative	"Marchese, A., et al. ""Breast implant infection due to Paenibacillus residui in a cancer patient."" Clinical Microbiology and Infection 22.8 (2016): 743-744."	Paenibacillus residui	629724
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	2016	putative	"Buhl, Michael, et al. ""Prevotella colorans sp. nov., isolated from a human wound."" International journal of systematic and evolutionary microbiology 66.8 (2016): 3005-3009."	Prevotella colorans	1703337
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	2016	putative	"Aubin, Guillaume Ghislain, et al. ""Draft genome sequence of highly rifampin-resistant Propionibacterium namnetense NTS 31307302T isolated from a patient with a bone infection."" Genome announcements 4.4 (2016): e00819-16."	Propionibacterium namnetense	1574624
Bacteria	Firmicutes	Tissierellia	Eubacteriales	Sedimentibacter	2016	putative	"Woo, Patrick CY, et al. ""Bacteremia in a patient with colonic carcinoma caused by a novel Sedimentibacter species: Sedimentibacter hongkongensis sp. nov."" Diagnostic microbiology and infectious disease 50.2 (2004): 81-87."	Sedimentibacter hongkongensis	178338
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Tsukamurellaceae	2016	putative	"Teng, Jade LL, et al. ""Tsukamurella hongkongensis sp. nov. and Tsukamurella sinensis sp. nov., isolated from patients with keratitis, catheter-related bacteraemia and conjunctivitis."" International journal of systematic and evolutionary microbiology 66.1 (2016): 391-397."	Tsukamurella sinensis	1671022
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Tsukamurellaceae	2016	putative	"Teng, Jade LL, et al. ""Tsukamurella hongkongensis sp. nov. and Tsukamurella sinensis sp. nov., isolated from patients with keratitis, catheter-related bacteraemia and conjunctivitis."" International journal of systematic and evolutionary microbiology 66.1 (2016): 391-397."	Tsukamurella hongkongensis	1671023
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	2016	established	"Orata, Fabini D., et al. ""Characterization of clinical and environmental isolates of Vibrio cidicii sp. nov., a close relative of Vibrio navarrensis."" International journal of systematic and evolutionary microbiology 66.10 (2016): 4148-4155."	Vibrio cidicii	1763883
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	2017	putative	"Atasayar, Ewelina, et al. ""Corynebacterium gottingense sp. nov., isolated from a clinical patient."" International journal of systematic and evolutionary microbiology 67.11 (2017): 4494-4499."	Corynebacterium gottingense	2041036
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Gordoniaceae	2017	putative	"Tsang, Chi-Ching, et al. ""Gordonia hongkongensis sp. nov., isolated from blood culture and peritoneal dialysis effluent of patients in Hong Kong."" International journal of systematic and evolutionary microbiology 66.10 (2016): 3942-3950."	Gordonia hongkongensis	1701090
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	2017	putative	"Paniz-Mondolfi, Alberto Enrique, et al. ""Mycobacterium grossiae sp. nov., a rapidly growing, scotochromogenic species isolated from human clinical respiratory and blood culture specimens."" International journal of systematic and evolutionary microbiology 67.11 (2017): 4345-4351."	Mycobacterium grossiae	1552759
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	2017	established	"Wroblewski, Danielle, et al. ""Neisseria dumasiana sp. nov. from human sputum and a dog’s mouth."" International journal of systematic and evolutionary microbiology 67.11 (2017): 4304-4310."	Neisseria dumasiana	1931275
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	2017	putative	"Roiko, Marijo, Meghan May, and Ryan F. Relich. ""Characterization of Pontibacter altruii, sp. nov., isolated from a human blood culture."" New microbes and new infections 19 (2017): 71-77."	Pontibacter altruii	1908342
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	2017	established	"Kim, Yeon‐Sook, et al. ""First isolation of Rickettsia monacensis from a patient in South Korea."" Microbiology and immunology 61.7 (2017): 258-263."	Rickettsia monacensis	109232
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	2017	putative	"Huys, Geert, et al. ""Sphingobacterium cellulitidis sp. nov., isolated from clinical and environmental sources."" International journal of systematic and evolutionary microbiology 67.5 (2017): 1415-1421."	Sphingobacterium cellulitidis	1768011
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	2017	putative	"Paek, Jayoung, et al. ""Vibrio injenensis sp. nov., isolated from human clinical specimens."" Antonie Van Leeuwenhoek 110.1 (2017): 145-152."	Vibrio injenensis	
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	2018	putative	"Tetz, George, and Victor Tetz. ""Draft genome sequence of Chryseobacterium mucoviscidosis sp. nov. Strain VT16-26, isolated from the bronchoalveolar lavage fluid of a patient with cystic fibrosis."" Genome announcements 6.2 (2018): e01473-17."	Chryseobacterium mucoviscidosis	1945581
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	2018	established	"Bernard, Kathryn, et al. ""Clostridium neonatale sp. nov. linked to necrotizing enterocolitis in neonates and a clarification of species assignable to the genus Clostridium (Prazmowski 1880) emend. Lawson and Rainey 2016."" International journal of systematic and evolutionary microbiology 68.8 (2018): 2416-2423."	Clostridium neonatale	137838
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	2018	putative	"Diop, Khoudia, et al. ""Corynebacterium fournierii sp. nov., isolated from the female genital tract of a patient with bacterial vaginosis."" Antonie van Leeuwenhoek 111.7 (2018): 1165-1174."	Corynebacterium fournieri	1852390
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	2018	established	"Dazas, Melody, et al. ""Taxonomic status of Corynebacterium diphtheriae biovar Belfanti and proposal of Corynebacterium belfantii sp. nov."" International journal of systematic and evolutionary microbiology 68.12 (2018): 3826-3831."	Corynebacterium belfantii	2014537
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	2018	established	"Passet, Virginie, and Sylvain Brisse. ""Description of Klebsiella grimontii sp. nov."" International journal of systematic and evolutionary microbiology 68.1 (2018): 377-381."	Klebsiella grimontii	2058152
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	2018	putative	"Relich, R. F., et al. ""Legionella indianapolisensis sp. nov., isolated from a patient with pulmonary abscess."" International Journal of Infectious Diseases 69 (2018): 26-28."	Legionella indianapolisensis 	
Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	2018	putative	"Puche, Rafael, et al. ""Leptospira venezuelensis sp. nov., a new member of the intermediate group isolated from rodents, cattle and humans."" International journal of systematic and evolutionary microbiology 68.2 (2018): 513-517."	Leptospira venezuelensis	1958811
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	2018	putative	"Kim, Hyunsoo, et al. ""Parabacteroides chongii sp. nov., isolated from blood of a patient with peritonitis."" Journal of Microbiology 56.10 (2018): 722-726."	Parabacteroides chongii	2685834
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	2018	putative	"Beye, Mamadou, et al. ""Peptoniphilus lacydonensis sp. nov., a new human-associated species isolated from a patient with chronic refractory sinusitis."" New microbes and new infections 23 (2018): 61-69."	Peptoniphilus lacydonensis	1673725
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	2018	putative	"Murray, Aimee K., et al. ""Staphylococcus cornubiensis sp. nov., a member of the Staphylococcus intermedius Group (SIG)."" International journal of systematic and evolutionary microbiology 68.11 (2018): 3404-3408."	Staphylococcus cornubiensis	1986155
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Tsukamurellaceae	2018	putative	"Teng, Jade LL, et al. ""Tsukamurella ocularis sp. nov. and Tsukamurella hominis sp. nov., isolated from patients with conjunctivitis in Hong Kong."" International journal of systematic and evolutionary microbiology 68.3 (2018): 810-818."	Tsukamurella hominis	1970232
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Tsukamurellaceae	2018	putative	"Teng, Jade LL, et al. ""Tsukamurella ocularis sp. nov. and Tsukamurella hominis sp. nov., isolated from patients with conjunctivitis in Hong Kong."" International journal of systematic and evolutionary microbiology 68.3 (2018): 810-818."	Tsukamurella ocularis	1970234
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	2019	established	"Boukerb, Amine M., et al. ""Campylobacter armoricus sp. nov., a novel member of the Campylobacter lari group isolated from surface water and stools from humans with enteric infection."" International journal of systematic and evolutionary microbiology 69.12 (2019): 3969-3979."	Campylobacter armoricus	2505970
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	2019	putative	"Diop, Awa, et al. ""Collinsella vaginalis sp. nov. strain Marseille-P2666T, a new member of the Collinsella genus isolated from the genital tract of a patient suffering from bacterial vaginosis."" International journal of systematic and evolutionary microbiology 69.4 (2019): 949-956"	Collinsella vaginalis	1870987
